"GENC","Country/Area Name","Year","GROUP","Population","% of Population","Male Population","% of Males","Female Population","% of Females","Sex ratio of the population"
"VN","Vietnam","2003","22","1552758","1.877586171934157","788655","1.9303885709384725","764103","1.8260333112956364","1.032131793750319"
"VN","Vietnam","2003","23","1562433","1.88928512709231","795546","1.9472556517816004","766887","1.8326864414870463","1.0373705643725868"
"VN","Vietnam","2003","24","1514634","1.8314868472365429","771302","1.8879136828422893","743332","1.7763953202016063","1.0376278701845205"
"VN","Vietnam","2003","25","1458994","1.7642072746267632","741745","1.815567099112739","717249","1.7140628508113223","1.03415271405049"
"VN","Vietnam","2003","26","1461427","1.7671492444355266","743180","1.819079544477692","718247","1.7164478450394212","1.0347136848465779"
"VN","Vietnam","2003","27","1485578","1.7963524967378055","755168","1.848422537533477","730410","1.7455146634726544","1.0338960309962897"
"VN","Vietnam","2003","28","1383335","1.6727208406928429","709200","1.7359067963933086","674135","1.61103014424794","1.0520148041564374"
"VN","Vietnam","2003","29","1371550","1.6584704854950307","699770","1.7128250125664772","671780","1.6054022270062838","1.0416654261811902"
"VN","Vietnam","2003","30","1388874","1.679418568095531","699346","1.7117871889882612","689528","1.6478159319765235","1.0142387256210046"
"VN","Vietnam","2003","31","1322581","1.5992574482713013","653636","1.599902953704648","668945","1.5986272183523154","0.9771147104769451"
"VN","Vietnam","2003","32","1325012","1.6021969996914014","658653","1.6121830501478311","666359","1.5924472633684843","0.9884356630585015"
"VN","Vietnam","2003","33","1281405","1.5494676624736685","631844","1.546562738099737","649561","1.5523038434851124","0.972724655575073"
"VN","Vietnam","2003","34","1269225","1.5347396755148777","624023","1.5274192989364659","645202","1.541886819597053","0.9671746212813972"
"VN","Vietnam","2003","35","1167020","1.4111539688545156","590068","1.4443077432800433","576952","1.3787847594089278","1.0227332603058834"
"VN","Vietnam","2003","36","1184515","1.432308823685718","592172","1.4494576980172282","592343","1.4155657675899598","0.9997113159098698"
"VN","Vietnam","2003","37","1202137","1.4536172461970325","596937","1.4611209747865657","605200","1.4462910890234941","0.9863466622604098"
"VN","Vietnam","2003","38","1250273","1.5118230245425457","614188","1.5033461977766687","636085","1.5200992520844503","0.9655753554949417"
"VN","Vietnam","2003","39","1207503","1.4601057829803552","589506","1.4429321374994837","617997","1.4768730240304897","0.953897834455507"
"VN","Vietnam","2003","40","1181245","1.428354758221412","579756","1.4190670905947531","601489","1.4374226385420563","0.9638680009110724"
"VN","Vietnam","2003","41","983270","1.1889645104244826","480528","1.176187000926796","502742","1.2014396475179272","0.9558143143003768"
"VN","Vietnam","2003","42","1167306","1.411499798433351","563587","1.3794902758867957","603719","1.4427518340617562","0.9335253652775546"
"VN","Vietnam","2003","43","1100242","1.3304063897794638","526544","1.2888202315286494","573698","1.3710084355429621","0.9178069297783852"
"VN","Vietnam","2003","44","1012734","1.2245922122105095","469827","1.149994194062435","542907","1.297424911216917","0.8653913101138869"
"VN","Vietnam","2003","45","974355","1.1781845429583395","465133","1.1385047037885063","509222","1.2169253815841405","0.9134189017756499"
"VN","Vietnam","2003","46","860894","1.0409881449015779","408528","0.9999528083995566","452366","1.0810524037957732","0.9030917442955483"
"VN","Vietnam","2003","47","811264","0.9809758302246661","379091","0.9278999483242184","432173","1.032795701944069","0.8771741871889267"
"VN","Vietnam","2003","48","827404","1.0004922267365612","393464","0.9630806990074686","433940","1.037018432205643","0.9067244319491173"
"VN","Vietnam","2003","49","685766","0.8292243599985311","320548","0.7846044159197438","365218","0.8727883987954106","0.8776894895651365"
"VN","Vietnam","2003","50","687897","0.8318011531191537","315522","0.7723022902024951","372375","0.8898920097077391","0.8473232628398791"
"VN","Vietnam","2003","51","532420","0.6437992460262216","242083","0.5925458615218293","290337","0.6938397487009488","0.8338000323761697"
"VN","Vietnam","2003","52","611361","0.739254255756427","281722","0.6895701275994298","329639","0.7877626376315526","0.8546379524267457"
"VN","Vietnam","2003","53","565023","0.6832226088191162","252300","0.6175539829808682","312723","0.7473372244426539","0.8067842787386921"
"VN","Vietnam","2003","54","476670","0.5763866620399667","210320","0.514799657949014","266350","0.6365162451444277","0.7896376947625305"
"VN","Vietnam","2003","55","448953","0.5428714227512308","205308","0.5025317999914233","243645","0.5822564315682902","0.8426522194175953"
"VN","Vietnam","2003","56","370039","0.4474490612679784","171070","0.41872754605048407","198969","0.47549089836734243","0.8597821771230694"
"VN","Vietnam","2003","57","366229","0.44284203086461277","167609","0.41025606632358436","198620","0.47465686731964046","0.84386768704058"
"VN","Vietnam","2003","58","351256","0.42473676413768546","156876","0.3839849331514335","194380","0.46452422651088365","0.8070583393353226"
"VN","Vietnam","2003","59","307795","0.37218396929236486","134910","0.33021881824791494","172885","0.4131560392032829","0.7803453162506869"
"VN","Vietnam","2003","60","336966","0.4074573771392356","146077","0.35755225196946605","190889","0.45618152626008884","0.765245771102578"
"VN","Vietnam","2003","61","313868","0.37952740646812316","130279","0.3188835328924476","183589","0.43873617769784257","0.7096231255685254"
"VN","Vietnam","2003","62","386025","0.46677924185280834","170374","0.4170239488560541","215651","0.5153571044927389","0.7900450264547811"
"VN","Vietnam","2003","63","362679","0.43854939098746115","159062","0.38933559905233","203617","0.4865985668765645","0.7811823177828964"
"VN","Vietnam","2003","64","313147","0.37865557735504535","136961","0.3352390450378228","176186","0.4210446824367041","0.7773659655137185"
"VN","Vietnam","2003","65","345448","0.41771376345979905","146310","0.35812256539806114","199138","0.47589477013542725","0.7347166286695658"
"VN","Vietnam","2003","66","320805","0.387915587546377","137148","0.33569676439896995","183657","0.43889868231458673","0.7467616262924909"
"VN","Vietnam","2003","67","310347","0.3752698332265877","129572","0.3171530110297149","180775","0.4320113542931629","0.7167584013276173"
"VN","Vietnam","2003","68","297926","0.3602504304338832","121501","0.297397647586835","176425","0.42161583836908456","0.6886835765906193"
"VN","Vietnam","2003","69","298951","0.36148985462376504","125462","0.3070929758729516","173489","0.4145994625637756","0.7231697686885048"
"VN","Vietnam","2003","70","297939","0.3602661499601939","124714","0.30526209842836305","173225","0.4139685622870039","0.7199538172896521"
"VN","Vietnam","2003","71","259039","0.3132284904612645","106259","0.2600898481076658","152780","0.36510963744383584","0.6955033381332635"
"VN","Vietnam","2003","72","316060","0.38217796044297286","139178","0.3406655895493907","176882","0.4227079649845567","0.7868409448106647"
"VN","Vietnam","2003","73","282963","0.3421572556502719","120333","0.29453873735250424","162630","0.3886489091339902","0.7399188341634385"
"VN","Vietnam","2003","74","237393","0.2870542699596237","96331","0.2357891111158542","141062","0.3371062683407669","0.682898300038281"
"VN","Vietnam","2003","75","229632","0.27766971275213803","94069","0.23025242023395676","135563","0.32396490234846653","0.6939135309782167"
"VN","Vietnam","2003","76","196376","0.2374567460607139","77246","0.1890748116105436","119130","0.284693749893207","0.648417694955091"
"VN","Vietnam","2003","77","196158","0.23719314169642686","74418","0.18215272415961256","121740","0.29093105944765396","0.6112863479546574"
"VN","Vietnam","2003","78","173445","0.20972871084297737","64229","0.15721313821988975","109216","0.261001532681411","0.5880914884266042"
"VN","Vietnam","2003","79","147146","0.17792810911643892","51931","0.12711135905738988","95215","0.2275423100485327","0.5454077613821352"
"VN","Vietnam","2003","80","141456","0.17104779336968035","49790","0.12187083952682294","91666","0.21906100291875022","0.5431675866733576"
"VN","Vietnam","2003","81","114584","0.13855432329113967","38242","0.09360483320314848","76342","0.1824401095806867","0.500930025411962"
"VN","Vietnam","2003","82","125779","0.1520912538333123","43182","0.10569645696821187","82597","0.19738814454737866","0.5228034916522392"
"VN","Vietnam","2003","83","100628","0.12167880719944149","33351","0.08163314659688838","67277","0.16077681030441773","0.4957266227685539"
"VN","Vietnam","2003","84","73080","0.0883679217527446","22640","0.05541586276134306","50440","0.12054018924379552","0.44885011895321175"
"VN","Vietnam","2003","85","60732","0.07343679014624636","18458","0.04517959341205258","42274","0.10102529659183608","0.4366277144344041"
"VN","Vietnam","2003","86","49939","0.06038595572537373","14200","0.03475729908176111","35739","0.0854081249679621","0.39732505106466326"
"VN","Vietnam","2003","87","43022","0.05202195853375175","11443","0.0280089981262389","31579","0.0754666660612573","0.3623610627315621"
"VN","Vietnam","2003","88","35263","0.04263981971492929","8968","0.021950947758115045","26295","0.06283910143072172","0.341053432211447"
"VN","Vietnam","2003","89","28230","0.03413555598084264","6882","0.01684505156906197","21348","0.05101689056258023","0.32237211916807196"
"VN","Vietnam","2003","90","22321","0.026990426675465407","5179","0.01267662337636907","17142","0.040965502062195534","0.3021234395053086"
"VN","Vietnam","2003","91","16766","0.020273352163471755","3708","0.00907606091515283","13058","0.031205665962440166","0.2839638535763517"
"VN","Vietnam","2003","92","13824","0.016715902439928043","2954","0.007230497287853685","10870","0.025976840941317553","0.2717571297148114"
"VN","Vietnam","2003","93","9900","0.011971023882760968","1913","0.004682444587564015","7987","0.01908712314611806","0.23951421059221234"
"VN","Vietnam","2003","94","6190","0.007484912912554584","1115","0.0027291822870537776","5075","0.012128101911424709","0.21970443349753693"
"VN","Vietnam","2003","95","4306","0.005206790791835225","726","0.001777028107982998","3580","0.008555390116827676","0.20279329608938548"
"VN","Vietnam","2003","96","2907","0.0035151279219379932","462","0.001130836068716453","2445","0.005842996881464712","0.18895705521472392"
"VN","Vietnam","2003","97","2146","0.0025949310355964685","317","0.0007759199865435402","1829","0.004370896235664195","0.17331875341716785"
"VN","Vietnam","2003","98","1370","0.0016565962342810633","190","0.0004650624525024374","1180","0.002819933055267223","0.16101694915254236"
"VN","Vietnam","2003","99","848","0.0010253967931900304","112","0.0002741420772645947","736","0.0017588734988785387","0.15217391304347827"
"VN","Vietnam","2003","100+","1132","0.0013688079833621633","137","0.0003353345052254417","995","0.002377824906771938","0.13768844221105528"
"VN","Vietnam","2004","TOTAL","83800250","100","41419957","100","42380293","100","0.9773400339634273"
"VN","Vietnam","2004","0","1562423","1.8644610248776106","802144","1.9366123436583962","760279","1.7939446525298917","1.055065311550102"
"VN","Vietnam","2004","1","1534652","1.8313215056041003","788025","1.9025249108781066","746627","1.7617315670752913","1.055446695605704"
"VN","Vietnam","2004","2","1540925","1.8388071634631162","791424","1.9107310999864149","749501","1.7685130208986524","1.055934548452904"
"VN","Vietnam","2004","3","1511894","1.8041640687229454","776608","1.8749609035084225","735286","1.7349714878092042","1.0561985404318863"
"VN","Vietnam","2004","4","1502227","1.792628303614846","771712","1.8631405146074875","730515","1.7237138969284618","1.0563944614415857"
"VN","Vietnam","2004","5","1489697","1.777676080918613","765328","1.8477276545699937","724369","1.709211873546981","1.0565443855272658"
"VN","Vietnam","2004","6","1514453","1.8072177588969007","778084","1.8785244031035568","736369","1.737526920826149","1.056649587367203"
"VN","Vietnam","2004","7","1573642","1.8778488131001998","808537","1.9520469323519578","765105","1.8053320207106638","1.056766064788493"
"VN","Vietnam","2004","8","1629148","1.9440848923481733","837128","2.021074044089423","792020","1.8688403121705648","1.0569531072447667"
"VN","Vietnam","2004","9","1687015","2.013138385625341","866952","2.0930779817081895","820063","1.9350102180747075","1.057177314425843"
"VN","Vietnam","2004","10","1743036","2.0799890215124655","895846","2.1628366248666073","847190","1.9990187420365406","1.0574322170941584"
"VN","Vietnam","2004","11","1789392","2.1353062789192157","919779","2.2206179499413774","869613","2.0519277674649397","1.0576877300592333"
"VN","Vietnam","2004","12","1821364","2.1734589097287893","936330","2.2605769484502365","885034","2.088314962805944","1.0579593552338102"
"VN","Vietnam","2004","13","1845201","2.201903932267505","948701","2.2904441933631174","896500","2.115369990481189","1.0582275515895148"
"VN","Vietnam","2004","14","1867775","2.2288417993979732","960324","2.3185055455272443","907451","2.1412098307107033","1.0582654049640146"
"VN","Vietnam","2004","15","1866220","2.2269861963418967","965857","2.3318638404187624","900363","2.124485076117808","1.072741771929766"
"VN","Vietnam","2004","16","1859247","2.21866521877918","955329","2.3064461414095625","903918","2.1328734088742616","1.0568757343033328"
"VN","Vietnam","2004","17","1723411","2.0565702369623002","888326","2.1446811255743214","835085","1.9704559380936797","1.0637551865977715"
"VN","Vietnam","2004","18","1784452","2.1294113084388173","913814","2.2062166795586","870638","2.054346344420035","1.049591219312734"
"VN","Vietnam","2004","19","1860792","2.220508888696633","953226","2.301368878775031","907566","2.1414811832471283","1.050310390649275"
"VN","Vietnam","2004","20","1884764","2.2491150086067764","963390","2.3259077743610406","921374","2.174062364316358","1.0456014604275787"
"VN","Vietnam","2004","21","1815520","2.1664851835167553","925696","2.2349033341584588","889824","2.0996173858448786","1.0403135901032114"
"VN","Vietnam","2004","22","1610040","1.9212830510648835","818354","1.9757480675317938","791686","1.8680522100212946","1.033685072111923"
"VN","Vietnam","2004","23","1549261","1.8487546278203228","786534","1.8989251968561918","762727","1.7997209221748418","1.031213002817522"
"VN","Vietnam","2004","24","1558989","1.8603631850740303","793446","1.9156128047163352","765543","1.8063655199363533","1.036448638417437"
"VN","Vietnam","2004","25","1511538","1.8037392489879207","769425","1.8576190216711235","742113","1.7510803901237777","1.0368030205642538"
"VN","Vietnam","2004","26","1456212","1.7377179662351843","740068","1.7867425598727684","716144","1.6898042682243843","1.0334066891574878"
"VN","Vietnam","2004","27","1458734","1.7407275037962295","741559","1.7903422738946833","717175","1.6922370027031195","1.0340000697179907"
"VN","Vietnam","2004","28","1482884","1.7695460335738857","753555","1.8193041581380687","729329","1.7209154264223703","1.0332168335552268"
"VN","Vietnam","2004","29","1380709","1.6476191896802217","707640","1.7084517977650242","673069","1.588165046428537","1.0513632331900593"
"VN","Vietnam","2004","30","1369022","1.6336729305700162","698271","1.6858322667983456","670751","1.582695523129111","1.0410286380489928"
"VN","Vietnam","2004","31","1386365","1.6543685728861188","697871","1.6848665487508834","688494","1.6245616801186344","1.0136195812890163"
"VN","Vietnam","2004","32","1320068","1.575255443748676","652186","1.5745694762551297","667882","1.5759258672421166","0.9764988426099221"
"VN","Vietnam","2004","33","1322390","1.5780263185372359","657132","1.5865105799119976","665258","1.5697343102370718","0.9877851901066954"
"VN","Vietnam","2004","34","1278744","1.525942941697668","630298","1.5217253846980092","648446","1.5300649289989572","0.9720130897561247"
"VN","Vietnam","2004","35","1266654","1.5115157771009036","622490","1.502874568411551","644164","1.5199611762948406","0.9663532889140033"
"VN","Vietnam","2004","36","1164605","1.389739290753906","588565","1.42096960651118","576040","1.359216652891003","1.0217432817165475"
"VN","Vietnam","2004","37","1181924","1.4104062935373105","590552","1.4257668109119477","591372","1.3953938449646868","0.9986133939381642"
"VN","Vietnam","2004","38","1199333","1.4311806945683336","595189","1.436961897377151","604144","1.4255304936188147","0.9851773749304802"
"VN","Vietnam","2004","39","1247155","1.4882473500974043","612275","1.4782125437744902","634880","1.4980547680498575","0.9643948462701613"
"VN","Vietnam","2004","40","1204332","1.4371460705666153","587597","1.418632568836322","616735","1.455240056976482","0.9527544245097165"
"VN","Vietnam","2004","41","1177933","1.4056437779123572","577788","1.3949507480174352","600145","1.416094504113032","0.962747336060452"
"VN","Vietnam","2004","42","980222","1.1697125008576943","478749","1.1558413737609625","501473","1.1832693086855253","0.9546854965272308"
"VN","Vietnam","2004","43","1163430","1.3883371469655519","561329","1.3552138646594925","602101","1.4207098568195364","0.9322837862750601"
"VN","Vietnam","2004","44","1096267","1.3081906080232457","524197","1.2655662583135951","572070","1.3498490914161447","0.9163161850822452"
"VN","Vietnam","2004","45","1008836","1.2038579837172323","467500","1.1286829679712125","541336","1.2773295361596486","0.8636041201767479"
"VN","Vietnam","2004","46","970282","1.157850961065152","462573","1.1167877359215994","507709","1.1979836949215994","0.9110986805433822"
"VN","Vietnam","2004","47","856979","1.0226449205103805","406037","0.9802931470933203","450942","1.0640370041802212","0.9004195661526316"
"VN","Vietnam","2004","48","807306","0.9633694410219541","376601","0.9092259559805917","430705","1.0162860365311772","0.874382698134454"
"VN","Vietnam","2004","49","823075","0.9821868073185939","390755","0.9433978890900345","432320","1.0200967699774988","0.9038559400444115"
"VN","Vietnam","2004","50","681986","0.8138233477823753","318275","0.7684097788899201","363711","0.8582078467461279","0.8750766405195334"
"VN","Vietnam","2004","51","683909","0.816118090339826","313222","0.7562103456553565","370687","0.8746683275644177","0.84497702913779"
"VN","Vietnam","2004","52","529103","0.6313859445526714","240231","0.5799885306496093","288872","0.6816186948023224","0.8316174637901909"
"VN","Vietnam","2004","53","607278","0.7246732557480438","279451","0.6746771852032585","327827","0.773536417032322","0.8524343632464684"
"VN","Vietnam","2004","54","560975","0.6694192439760024","250118","0.6038586664877512","310857","0.7334942210050317","0.8046079065293688"
"VN","Vietnam","2004","55","472994","0.5644302970456533","208357","0.5030352880375999","264637","0.6244340972347691","0.7873313255516047"
"VN","Vietnam","2004","56","445201","0.5312645248671692","203245","0.4906934113910355","241956","0.5709162982898679","0.8400081006463985"
"VN","Vietnam","2004","57","366674","0.437557167192222","169199","0.40849631978130735","197475","0.46595949678781123","0.8568122547157868"
"VN","Vietnam","2004","58","362598","0.43269321988896214","165586","0.3997734715176069","197012","0.46486700788029006","0.8404868738960063"
"VN","Vietnam","2004","59","347439","0.4146037750484038","154755","0.3736242410874545","192684","0.45465471416160336","0.8031543874945507"
"VN","Vietnam","2004","60","304138","0.36293209149137384","132861","0.32076566375962196","171277","0.40414302940284064","0.7757083554709623"
"VN","Vietnam","2004","61","332563","0.39685203803091273","143575","0.34663242166089164","188988","0.44593367959961955","0.7597043198509958"
"VN","Vietnam","2004","62","309393","0.36920295583843726","127777","0.30849138737637993","181616","0.42853880222111723","0.7035558541097701"
"VN","Vietnam","2004","63","379948","0.45339721540210204","166794","0.40268994002094205","213154","0.5029554656453178","0.7825046679865262"
"VN","Vietnam","2004","64","356570","0.42549992392624125","155489","0.3753963337045473","201081","0.47446816849520135","0.7732654999726478"
"VN","Vietnam","2004","65","307548","0.36700129176225604","133718","0.3228347146763093","173830","0.4101670557114836","0.7692458148766036"
"VN","Vietnam","2004","66","338937","0.40445822059003406","142660","0.3444233416273223","196277","0.463132711234441","0.7268299393204501"
"VN","Vietnam","2004","67","314285","0.37504064725343894","133495","0.32229632686484927","180790","0.4265897831334011","0.7383981414901266"
"VN","Vietnam","2004","68","303452","0.36211347818174766","125806","0.30373281169751093","177646","0.41917124074625906","0.7081836911610732"
"VN","Vietnam","2004","69","290536","0.3467006363346171","117561","0.2838269484442005","172975","0.4081496085928429","0.6796415667003902"
"VN","Vietnam","2004","70","290497","0.3466540970939824","120869","0.29181343669671117","169628","0.4002520699892283","0.7125533520409366"
"VN","Vietnam","2004","71","288421","0.3441767775155802","119565","0.2886651958619851","168856","0.39843046861426845","0.7080885488226655"
"VN","Vietnam","2004","72","249816","0.29810889585651595","101359","0.24471053893175215","148457","0.3502972478269558","0.6827498871727167"
"VN","Vietnam","2004","73","303417","0.36207171219656265","132088","0.31889941363290164","171329","0.4042657279410503","0.7709611332582341"
"VN","Vietnam","2004","74","270627","0.32294295064752193","113614","0.2742977256108692","157013","0.3704858765370027","0.7235961353518499"
"VN","Vietnam","2004","75","226176","0.26989895614869885","90455","0.21838506495793805","135721","0.3202455443146653","0.6664775532157883"
"VN","Vietnam","2004","76","217734","0.2598250005220748","87799","0.21197269712279035","129935","0.3065929723515597","0.6757147804671566"
"VN","Vietnam","2004","77","185291","0.2211103188832969","71603","0.17287077338105397","113688","0.2682567579228393","0.6298202096967138"
"VN","Vietnam","2004","78","184031","0.2196067434166366","68440","0.1652343579207482","115591","0.27274705250386067","0.5920876192783175"
"VN","Vietnam","2004","79","161625","0.19286935301505664","58541","0.14133525054118237","103084","0.24323569447714768","0.5678960847464204"
"VN","Vietnam","2004","80","136123","0.1624374628953971","46883","0.11318939804790236","89240","0.21056956826608067","0.5253585835948006"
"VN","Vietnam","2004","81","129762","0.1548467934164874","44503","0.10744337566550347","85259","0.20117605133121663","0.5219742197304683"
"VN","Vietnam","2004","82","104253","0.12440655009979086","33809","0.0816249036666069","70444","0.16621876587781026","0.4799415138265857"
"VN","Vietnam","2004","83","113281","0.13517978764979818","37728","0.09108652623661584","75553","0.1782738972569161","0.49935806652283826"
"VN","Vietnam","2004","84","89724","0.10706889299256267","28769","0.0694568562685857","60955","0.14382864224180802","0.47197112624066934"
"VN","Vietnam","2004","85","64489","0.07695561767417161","19264","0.046508981165769916","45225","0.10671233443336504","0.42595909342178"
"VN","Vietnam","2004","86","52953","0.06318954895719285","15477","0.037366045551423435","37476","0.0884278926528422","0.4129843099583734"
"VN","Vietnam","2004","87","43014","0.05132920247851289","11720","0.0282955387906366","31294","0.07384092412952407","0.3745126861379178"
"VN","Vietnam","2004","88","36574","0.043644261204471346","9289","0.022426387357186293","27285","0.06438133875100863","0.3404434671064688"
"VN","Vietnam","2004","89","29545","0.03525645806545923","7151","0.017264624393501907","22394","0.05284059739747434","0.3193266053407163"
"VN","Vietnam","2004","90","23288","0.027789893228242157","5386","0.013003393509075829","17902","0.042241331365972384","0.3008602390794325"
"VN","Vietnam","2004","91","18113","0.02161449399017306","3974","0.00959440880153497","14139","0.0333622044566799","0.2810665535044911"
"VN","Vietnam","2004","92","13367","0.015951026399085924","2786","0.00672622620057283","10581","0.024966792938406538","0.2633021453548814"
"VN","Vietnam","2004","93","10817","0.012908076049892452","2173","0.005246263292837315","8644","0.02039627239009414","0.25138824618232297"
"VN","Vietnam","2004","94","7602","0.009071571982183824","1375","0.003319655788150625","6227","0.01469314995061502","0.22081259033242331"
"VN","Vietnam","2004","95","4657","0.005557262657330975","783","0.001890393077906865","3874","0.009141041096624792","0.2021166752710377"
"VN","Vietnam","2004","96","3172","0.0037851915716241896","498","0.00120231896909019","2674","0.006309536368707975","0.1862378459237098"
"VN","Vietnam","2004","97","2094","0.002498799227925931","309","0.000746017191664395","1785","0.004211863282776266","0.173109243697479"
"VN","Vietnam","2004","98","1510","0.001801903932267505","206","0.00049734479444293","1304","0.0030769018043362746","0.1579754601226994"
"VN","Vietnam","2004","99","941","0.0011229083445455116","121","0.00029212970935725503","820","0.0019348615640764919","0.1475609756097561"
"VN","Vietnam","2004","100+","1270","0.0015155086052845905","149","0.000359729972679595","1121","0.0026450973333289603","0.13291703835860838"
"VN","Vietnam","2005","TOTAL","84920497","100","41995475","100","42925022","100","0.9783448684079883"
"VN","Vietnam","2005","0","1591823","1.8744862032543215","817242","1.946023946627583","774581","1.8044976191276034","1.0550762283092407"
"VN","Vietnam","2005","1","1556235","1.83257877070597","799109","1.9028454851385774","757126","1.7638336912209385","1.055450479840872"
"VN","Vietnam","2005","2","1530756","1.8025754135659382","786181","1.8720612161191177","744575","1.7345943352108242","1.0558788570661115"
"VN","Vietnam","2005","3","1538014","1.811122231185246","790003","1.8811621966414238","748011","1.742598990397722","1.0561382118712157"
"VN","Vietnam","2005","4","1509552","1.7776061767514149","775449","1.846506081905253","734103","1.7101983081103604","1.0563217968050804"
"VN","Vietnam","2005","5","1500305","1.7667171684122387","770752","1.8353215435710633","729553","1.6995984300252658","1.0564715654654289"
"VN","Vietnam","2005","6","1488107","1.7523531450834537","764510","1.8204580374433197","723597","1.6857230731297004","1.0565411409942274"
"VN","Vietnam","2005","7","1513045","1.7817194357682575","777346","1.8510232352414158","735699","1.7139164191925165","1.0566087489584735"
"VN","Vietnam","2005","8","1572328","1.8515294369979958","807856","1.923673919630627","764472","1.7809472526304122","1.0567502799317698"
"VN","Vietnam","2005","9","1627898","1.916967113369579","836488","1.9918526936533045","791410","1.843703190181242","1.0569590983181916"
"VN","Vietnam","2005","10","1685722","1.9850590370426118","866287","2.0628103384948018","819435","1.9089914502548186","1.0571759810113066"
"VN","Vietnam","2005","11","1741687","2.0509618543565518","895149","2.131536790570889","846538","1.972131778988954","1.0574232934611323"
"VN","Vietnam","2005","12","1788025","2.1055281859690482","919056","2.1884643524093965","868969","2.024388013126703","1.0576395705715624"
"VN","Vietnam","2005","13","1819938","2.1431080413954713","935563","2.2277709681816913","884375","2.060278501429772","1.0578804240282687"
"VN","Vietnam","2005","14","1843681","2.1710671335331444","947871","2.2570788876658736","895810","2.08691797525462","1.0581161183733159"
"VN","Vietnam","2005","15","1865427","2.196674614374902","959003","2.283586505450885","906424","2.11164481173708","1.0580070695392"
"VN","Vietnam","2005","16","1863040","2.1938637499966585","964030","2.2955568427312705","899010","2.0943728345672135","1.0723240008453743"
"VN","Vietnam","2005","17","1855936","2.1854982784662695","953398","2.2702398294101926","902538","2.1025918169593485","1.0563521979129964"
"VN","Vietnam","2005","18","1720072","2.025508635447576","886358","2.110603582886013","833714","1.9422564302937342","1.0631439558409719"
"VN","Vietnam","2005","19","1780883","2.0971179667024322","911693","2.170931511073514","869190","2.0249028643479785","1.0488995501558922"
"VN","Vietnam","2005","20","1857019","2.1867735889487316","950962","2.264439204461909","906057","2.1107898325596666","1.0495608995902024"
"VN","Vietnam","2005","21","1880837","2.2148209989868524","961016","2.2883798790226804","919821","2.1428550461779614","1.0447858876890177"
"VN","Vietnam","2005","22","1811537","2.133215258973343","923283","2.1985297225474887","888254","2.069315188702757","1.0394357920144464"
"VN","Vietnam","2005","23","1606301","1.891535090756711","816093","1.9432879375694643","790208","1.840902958651949","1.0327571981048027"
"VN","Vietnam","2005","24","1545671","1.820138900034935","784361","1.8677274158704003","761310","1.7735809197721553","1.0302780733209862"
"VN","Vietnam","2005","25","1555668","1.8319110873785867","791442","1.8845887562886239","764226","1.7803741603207566","1.0356125020609086"
"VN","Vietnam","2005","26","1508562","1.7764403804655076","767644","1.8279207462232538","740918","1.7260748288026504","1.0360714680976841"
"VN","Vietnam","2005","27","1453394","1.7114760880403233","738390","1.7582608602474434","715004","1.6657044462318507","1.032707509328619"
"VN","Vietnam","2005","28","1455936","1.7144694760794912","739904","1.7618660105642332","716032","1.6680993197860212","1.0333392920986773"
"VN","Vietnam","2005","29","1480019","1.7428289426991932","751870","1.7903595565950856","728149","1.6963276105018652","1.0325771236381565"
"VN","Vietnam","2005","30","1378037","1.6227377943866723","706067","1.6812930440720102","671970","1.565450566338673","1.0507418485944313"
"VN","Vietnam","2005","31","1366446","1.6090885572655094","696759","1.6591287513714277","669687","1.5601319901478443","1.0404248551935456"
"VN","Vietnam","2005","32","1383677","1.6293793005003256","696312","1.658064350980671","687365","1.6013154285628555","1.0130163741243736"
"VN","Vietnam","2005","33","1317372","1.5513003886446874","650639","1.5493073956182184","666733","1.553250223144906","0.9758614017905218"
"VN","Vietnam","2005","34","1319583","1.5539040003498803","655503","1.5608895958433617","664080","1.5470696788460585","0.987084387423202"
"VN","Vietnam","2005","35","1276076","1.5026713750862764","628718","1.497108914710454","647358","1.508113379650685","0.9712060405525227"
"VN","Vietnam","2005","36","1264063","1.4885252025785953","620910","1.478516435401671","643153","1.4983172285852295","0.9654156942438269"
"VN","Vietnam","2005","37","1162015","1.3683563345136807","586948","1.3976458177934648","575067","1.3397011188485821","1.0206602013330621"
"VN","Vietnam","2005","38","1179130","1.3885104793958047","588816","1.4020939160707195","590314","1.375221193829557","0.9974623674857788"
"VN","Vietnam","2005","39","1196297","1.4087258580222393","593328","1.4128379307532537","602969","1.4047028327673308","0.984010786624188"
"VN","Vietnam","2005","40","1243875","1.4647523789221346","610301","1.4532541898859341","633574","1.4760015731616865","0.9632671163905084"
"VN","Vietnam","2005","41","1200984","1.4142451380142065","585622","1.3944883347551136","615362","1.4335741050988862","0.9516707238991033"
"VN","Vietnam","2005","42","1174355","1.3828875730673125","575692","1.3708429301013978","598663","1.3946713877048216","0.9616294977307768"
"VN","Vietnam","2005","43","976931","1.1504065973612942","476827","1.1354247094478631","500104","1.1650640505204635","0.9534556812183066"
"VN","Vietnam","2005","44","1159268","1.3651215442132891","558861","1.3307648026364745","600407","1.3987342860301855","0.9308036048880176"
"VN","Vietnam","2005","45","1092063","1.2859828175522807","521640","1.2421338251323506","570423","1.3288822542711802","0.9144792548687553"
"VN","Vietnam","2005","46","1004708","1.1831160149710382","464962","1.1071716655187256","539746","1.2574157795422913","0.861445939386304"
