"Name","Region","GENC","Year","Area in Square Kilometers","Population","Male Population","Female Population","Annual Growth Rate %","Rate of Natural Increase","Population Density (People per Sq. Km.)","Dependency ratio","Youth dependency ratio","Old age dependency ratio","Median age, both sexes","Median age, females","Median age, males","Natural Increase","Sex ratio of the population","Total Fertility Rate","Age-specific Fertility Rate 15-19 ","Age-specific Fertility Rate 20-24","Age-specific Fertility Rate 25-29","Age-specific Fertility Rate 30-34","Age-specific Fertility Rate 35-39","Age-specific Fertility Rate 40-44","Age-specific Fertility Rate 45-49","Crude Birth Rate","Gross Reproduction Rate","Births, both sexes","Sex Ratio at Birth","Births to mothers aged 15-19","Births to mothers aged 20-24","Births to mothers aged 25-29","Births to mothers aged 30-34","Births to mothers aged 35-39","Births to mothers aged 40-44","Births to mothers aged 45-49","Life Expectancy at Birth, Both Sexes","Life Expectancy at Birth, Males","Life Expectancy at Birth, Females","Infant Mortality Rate, Both Sexes","Infant Mortality Rate, Males","Infant Mortality Rate, Females","Age 1-4 Mortality, Both Sexes","Age 1-4 Mortality, Males","Age 1-4 Mortality, Females","Under Age 5 Mortality, Both Sexes","Under Age 5 Mortality, Males","Under Age 5 Mortality, Females","Crude Death Rate","Deaths, both sexes","Net Migration Rate","Net international migrants, both sexes"
"Vietnam","2077,Vietnam","VN","2077","310,070","118,187,699","59,388,618","58,799,081","-0.31","-0.29","381.2","73.9","24.1","49.9","48.5","49.6","47.5","-338,132","1.01","1.70","12.70","61.40","108.30","98.20","44.50","12.50","2.50","8.8","0.83","1,041,990","1.06","35,647","178,151","325,850","308,889","143,889","40,977","8,587","87.0","84.9","89.2","4.4","4.6","4.2","1.0","0.9","1.1","5.4","5.4","5.3","11.7","1,380,122","-0.2","-22,090"
" -> 2078","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2078,Vietnam","VN","2078","310,070","117,820,873","59,206,177","58,614,696","-0.32","-0.30","380.0","74.6","24.1","50.6","48.6","49.7","47.6","-351,339","1.01","1.70","12.80","61.30","107.90","98.20","44.70","12.40","2.60","8.8","0.83","1,033,914","1.06","35,675","176,600","321,746","306,549","144,011","40,747","8,586","87.1","85.0","89.3","4.3","4.5","4.1","1.0","0.9","1.1","5.2","5.3","5.1","11.8","1,385,253","-0.2","-22,090"
" -> 2079","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2079,Vietnam","VN","2079","310,070","117,441,274","59,018,099","58,423,175","-0.33","-0.31","378.8","75.4","24.1","51.3","48.8","49.9","47.8","-363,678","1.01","1.70","12.90","61.30","107.60","98.30","45.00","12.40","2.60","8.7","0.83","1,025,833","1.06","35,709","175,052","317,944","303,981","144,025","40,529","8,593","87.3","85.2","89.5","4.2","4.4","4.0","0.9","0.8","1.0","5.1","5.2","5.0","11.8","1,389,511","-0.2","-22,090"
" -> 2080","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2080,Vietnam","VN","2080","310,070","117,050,112","58,825,016","58,225,096","-0.34","-0.32","377.5","76.2","24.1","52.1","49.0","50.0","48.0","-374,467","1.01","1.70","13.00","61.20","107.20","98.40","45.20","12.40","2.60","8.7","0.83","1,017,753","1.06","35,751","173,533","314,473","301,158","143,914","40,318","8,606","87.4","85.4","89.6","4.1","4.3","3.9","0.9","0.8","1.0","5.0","5.1","4.9","11.9","1,392,220","-0.2","-22,090"
" -> 2081","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2081,Vietnam","VN","2081","310,070","116,649,268","58,627,769","58,021,499","-0.35","-0.33","376.2","77.0","24.2","52.9","49.1","50.2","48.1","-383,041","1.01","1.70","13.10","61.10","106.80","98.50","45.40","12.40","2.60","8.7","0.83","1,009,685","1.06","35,798","172,060","311,137","298,274","143,683","40,104","8,629","87.6","85.5","89.7","4.0","4.2","3.8","0.9","0.8","1.0","4.9","5.0","4.8","11.9","1,392,726","-0.2","-22,090"
" -> 2082","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2082,Vietnam","VN","2082","310,070","116,240,523","58,427,049","57,813,474","-0.36","-0.34","374.9","77.8","24.2","53.6","49.3","50.3","48.3","-390,269","1.01","1.70","13.20","61.10","106.50","98.60","45.70","12.40","2.60","8.6","0.83","1,001,661","1.06","35,850","170,638","307,744","295,552","143,341","39,880","8,656","87.7","85.7","89.9","3.9","4.1","3.8","0.9","0.8","1.0","4.8","4.9","4.7","12.0","1,391,930","-0.2","-22,090"
" -> 2083","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2083,Vietnam","VN","2083","310,070","115,823,954","58,222,933","57,601,021","-0.36","-0.34","373.5","78.6","24.2","54.4","49.4","50.4","48.4","-398,688","1.01","1.70","13.30","61.00","106.10","98.60","45.90","12.30","2.70","8.6","0.83","993,748","1.06","35,905","169,267","304,328","293,037","142,888","39,636","8,687","87.9","85.8","90.0","3.9","4.1","3.7","0.9","0.8","0.9","4.7","4.8","4.6","12.0","1,392,436","-0.2","-22,090"
" -> 2084","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2084,Vietnam","VN","2084","310,070","115,399,641","58,015,470","57,384,171","-0.37","-0.35","372.2","79.4","24.2","55.1","49.5","50.6","48.6","-405,758","1.01","1.70","13.40","61.00","105.80","98.70","46.20","12.30","2.70","8.5","0.83","986,015","1.06","35,960","167,949","300,927","290,777","142,316","39,366","8,720","88.0","85.9","90.2","3.8","4.0","3.6","0.8","0.7","0.9","4.6","4.7","4.5","12.1","1,391,773","-0.2","-22,090"
" -> 2085","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2085,Vietnam","VN","2085","310,070","114,969,134","57,805,194","57,163,940","-0.38","-0.36","370.8","80.2","24.2","55.9","49.7","50.7","48.7","-411,076","1.01","1.70","13.50","60.90","105.40","98.80","46.40","12.30","2.70","8.5","0.83","978,516","1.06","36,014","166,683","297,588","288,801","141,612","39,065","8,753","88.1","86.1","90.3","3.7","3.9","3.5","0.8","0.7","0.9","4.5","4.6","4.4","12.1","1,389,592","-0.2","-22,090"
" -> 2086","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2086,Vietnam","VN","2086","310,070","114,534,120","57,592,616","56,941,504","-0.38","-0.36","369.4","80.9","24.2","56.7","49.8","50.8","48.9","-414,773","1.01","1.70","13.60","60.80","105.00","98.90","46.60","12.30","2.70","8.5","0.83","971,185","1.06","36,063","165,465","294,340","286,929","140,868","38,734","8,786","88.3","86.2","90.4","3.6","3.8","3.5","0.8","0.7","0.9","4.4","4.5","4.3","12.1","1,385,958","-0.2","-22,090"
" -> 2087","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2087,Vietnam","VN","2087","310,070","114,095,921","57,377,989","56,717,932","-0.39","-0.37","368.0","81.6","24.3","57.4","50.0","51.0","49.0","-417,444","1.01","1.70","13.70","60.80","104.70","99.00","46.90","12.30","2.70","8.5","0.83","963,950","1.06","36,106","164,287","291,188","284,989","140,187","38,376","8,817","88.4","86.4","90.6","3.6","3.8","3.4","0.8","0.7","0.9","4.3","4.4","4.2","12.1","1,381,394","-0.2","-22,090"
" -> 2088","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2088,Vietnam","VN","2088","310,070","113,654,604","57,161,202","56,493,402","-0.39","-0.37","366.5","82.3","24.3","58.1","50.1","51.1","49.2","-421,009","1.01","1.70","13.80","60.70","104.30","99.00","47.10","12.20","2.80","8.4","0.83","956,850","1.06","36,142","163,138","288,135","283,008","139,592","37,994","8,841","88.5","86.5","90.7","3.5","3.7","3.3","0.8","0.7","0.8","4.3","4.4","4.1","12.1","1,377,859","-0.2","-22,090"
" -> 2089","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2089,Vietnam","VN","2089","310,070","113,209,968","56,942,099","56,267,869","-0.39","-0.38","365.1","83.0","24.3","58.7","50.3","51.2","49.3","-424,083","1.01","1.70","13.90","60.70","104.00","99.10","47.40","12.20","2.80","8.4","0.83","949,932","1.06","36,169","162,007","285,181","281,022","139,109","37,585","8,859","88.7","86.6","90.8","3.4","3.6","3.3","0.7","0.7","0.8","4.2","4.3","4.1","12.1","1,374,015","-0.2","-22,090"
" -> 2090","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2090,Vietnam","VN","2090","310,070","112,762,286","56,720,670","56,041,616","-0.40","-0.38","363.7","83.6","24.3","59.4","50.4","51.4","49.5","-427,101","1.01","1.70","14.00","60.60","103.60","99.20","47.60","12.20","2.80","8.4","0.83","943,240","1.06","36,188","160,883","282,327","279,076","138,752","37,145","8,869","88.8","86.8","91.0","3.4","3.5","3.2","0.7","0.7","0.8","4.1","4.2","4.0","12.2","1,370,341","-0.2","-22,090"
" -> 2091","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2091,Vietnam","VN","2091","310,070","112,311,627","56,496,790","55,814,837","-0.40","-0.38","362.2","84.2","24.3","60.0","50.5","51.5","49.6","-430,037","1.01","1.70","14.10","60.50","103.20","99.30","47.80","12.20","2.80","8.3","0.83","936,721","1.06","36,197","159,758","279,562","277,196","138,437","36,700","8,871","88.9","86.9","91.1","3.3","3.5","3.1","0.7","0.6","0.8","4.0","4.1","3.9","12.2","1,366,758","-0.2","-22,090"
" -> 2092","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2092,Vietnam","VN","2092","310,070","111,857,925","56,270,168","55,587,757","-0.41","-0.39","360.8","84.8","24.2","60.6","50.7","51.7","49.8","-433,186","1.01","1.70","14.20","60.50","102.90","99.40","48.10","12.20","2.80","8.3","0.83","930,305","1.06","36,196","158,623","276,873","275,390","138,079","36,277","8,867","89.1","87.0","91.2","3.2","3.4","3.1","0.7","0.6","0.8","3.9","4.0","3.8","12.2","1,363,491","-0.2","-22,090"
" -> 2093","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2093,Vietnam","VN","2093","310,070","111,401,060","56,040,509","55,360,551","-0.41","-0.39","359.3","85.4","24.2","61.1","50.8","51.8","49.9","-436,362","1.01","1.70","14.30","60.40","102.50","99.40","48.30","12.10","2.90","8.3","0.83","923,988","1.06","36,186","157,470","274,243","273,661","137,692","35,880","8,856","89.2","87.2","91.3","3.2","3.4","3.0","0.7","0.6","0.7","3.9","4.0","3.7","12.2","1,360,350","-0.2","-22,090"
" -> 2094","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2094,Vietnam","VN","2094","310,070","110,940,793","55,807,557","55,133,236","-0.42","-0.40","357.8","85.9","24.2","61.7","51.0","52.0","50.0","-439,992","1.01","1.70","14.40","60.40","102.20","99.50","48.60","12.10","2.90","8.3","0.83","917,772","1.06","36,168","156,298","271,649","272,011","137,294","35,517","8,835","89.3","87.3","91.4","3.1","3.3","2.9","0.7","0.6","0.7","3.8","3.9","3.7","12.2","1,357,764","-0.2","-22,090"
" -> 2095","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2095,Vietnam","VN","2095","310,070","110,476,605","55,571,043","54,905,562","-0.42","-0.40","356.3","86.4","24.2","62.2","51.1","52.1","50.2","-444,205","1.01","1.70","14.50","60.30","101.80","99.60","48.80","12.10","2.90","8.3","0.83","911,667","1.06","36,143","155,103","269,079","270,438","136,907","35,189","8,808","89.4","87.4","91.6","3.1","3.2","2.9","0.6","0.6","0.7","3.7","3.8","3.6","12.3","1,355,872","-0.2","-22,090"
" -> 2096","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2096,Vietnam","VN","2096","310,070","110,007,926","55,330,662","54,677,264","-0.43","-0.41","354.8","86.9","24.2","62.7","51.2","52.2","50.3","-448,974","1.01","1.70","14.60","60.20","101.40","99.70","49.00","12.10","2.90","8.2","0.83","905,644","1.06","36,113","153,885","266,512","268,937","136,544","34,876","8,777","89.5","87.5","91.7","3.0","3.2","2.8","0.6","0.6","0.7","3.6","3.7","3.5","12.3","1,354,618","-0.2","-22,090"
" -> 2097","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2097,Vietnam","VN","2097","310,070","109,534,152","55,086,047","54,448,105","-0.44","-0.42","353.3","87.4","24.2","63.2","51.4","52.4","50.4","-454,395","1.01","1.70","14.70","60.20","101.10","99.80","49.30","12.10","2.90","8.2","0.83","899,667","1.06","36,079","152,642","263,937","267,495","136,209","34,555","8,750","89.7","87.6","91.8","3.0","3.1","2.8","0.6","0.6","0.7","3.6","3.7","3.5","12.4","1,354,062","-0.2","-22,090"
" -> 2098","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2098,Vietnam","VN","2098","310,070","109,054,742","54,836,873","54,217,869","-0.44","-0.42","351.7","87.8","24.2","63.6","51.5","52.5","50.5","-460,247","1.01","1.70","14.80","60.10","100.70","99.80","49.50","12.00","3.00","8.2","0.83","893,718","1.06","36,041","151,379","261,341","266,096","135,902","34,232","8,727","89.8","87.8","91.9","2.9","3.1","2.7","0.6","0.5","0.7","3.5","3.6","3.4","12.4","1,353,965","-0.2","-22,090"
" -> 2099","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2099,Vietnam","VN","2099","310,070","108,569,028","54,582,900","53,986,128","-0.45","-0.43","350.1","88.3","24.2","64.1","51.6","52.7","50.7","-467,000","1.01","1.70","14.90","60.10","100.40","99.90","49.80","12.00","3.00","8.2","0.83","887,788","1.06","36,001","150,099","258,721","264,718","135,629","33,907","8,713","89.9","87.9","92.0","2.9","3.0","2.7","0.6","0.5","0.7","3.4","3.6","3.3","12.5","1,354,788","-0.2","-22,090"
" -> 2100","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","2100,Vietnam","VN","2100","310,070","108,076,146","54,324,020","53,752,126","-0.46","-0.44","348.6","88.7","24.2","64.6","51.7","52.8","50.8","-474,583","1.01","1.70","15.00","60.00","100.00","100.00","50.00","12.00","3.00","8.2","0.83","881,871","1.06","35,961","148,808","256,073","263,348","135,387","33,590","8,704","90.0","88.0","92.1","2.8","3.0","2.6","0.6","0.5","0.6","3.4","3.5","3.3","12.6","1,356,454","-0.2","-22,090"
